Query: 4号大街与9号大街交叉口西侧盛泰北(2门), Truth: 盛泰·时代山(北2门),通行设施,临街院门,临街院正门,4号大街189号,江干区, Distance: 664
	- POI: 4号大街与9号大街交叉口,地名地址信息,交通地名,路口名,江干区,江干区, Distance: 641
Query: 109县道与云许线n交叉路口东北方向古白寺, Truth: 古白云庵,风景名胜,风景名胜,寺庙道观,云许线附近,萧山区, Distance: 617
	- POI: 109县道与128县道交叉口,地名地址信息,交通地名,路口名,萧山区,萧山区, Distance: 1049
	- POI: 姜朱线与109县道交叉口,地名地址信息,交通地名,路口名,萧山区,萧山区, Distance: 4496
	- POI: 109县道与412县道交叉口,地名地址信息,交通地名,路口名,萧山区,萧山区, Distance: 5370
	- POI: 云许线与103省道交叉口,地名地址信息,交通地名,路口名,萧山区,萧山区, Distance: 3920
	- POI: 102省道与309县道交叉口,地名地址信息,交通地名,路口名,临安市,临安市, Distance: 112820
	- POI: 云许线与128县道交叉口,地名地址信息,交通地名,路口名,萧山区,萧山区, Distance: 3841
	- POI: S103与云许线交叉口,交通设施服务,交通服务相关,交通服务相关,云许线与103省道交叉口东南50米,萧山区, Distance: 3925
	- POI: 昌临线与309县道交叉口,地名地址信息,交通地名,路口名,临安市,临安市, Distance: 89423
	- POI: 昌文线与309县道交叉口,地名地址信息,交通地名,路口名,临安市,临安市, Distance: 89423
	- POI: 项洞线与309县道交叉口,地名地址信息,交通地名,路口名,临安市,临安市, Distance: 91673
	- POI: 昌坑线与309县道交叉口,地名地址信息,交通地名,路口名,临安市,临安市, Distance: 93529
	- POI: 309县道与329县道交叉口,地名地址信息,交通地名,路口名,临安市,临安市, Distance: 93553
	- POI: 309县道与G56杭瑞高速交叉口,地名地址信息,交通地名,路口名,临安市,临安市, Distance: 112721
	- POI: 石鸽路与210县道交叉口,地名地址信息,交通地名,路口名,余杭区,余杭区, Distance: 32874
	- POI: 中泰路与210县道交叉口,地名地址信息,交通地名,路口名,余杭区,余杭区, Distance: 32874
	- POI: 桥戴线与120县道交叉口,地名地址信息,交通地名,路口名,萧山区,萧山区, Distance: 3639
	- POI: 恒达路与120县道交叉口,地名地址信息,交通地名,路口名,萧山区,萧山区, Distance: 3640
	- POI: 华诚路与120县道交叉口,地名地址信息,交通地名,路口名,萧山区,萧山区, Distance: 3647
	- POI: 桥戴线与120县道交叉口,地名地址信息,交通地名,路口名,萧山区,萧山区, Distance: 5761
	- POI: 120县道与412县道交叉口,地名地址信息,交通地名,路口名,萧山区,萧山区, Distance: 5761
Query: 恩波大道东边富春商城江, Truth: 富春江商业城,购物服务,商场,普通商场,龙浦街301,富阳区, Distance: 486
	- POI: 富春街与恩波大道交叉口,地名地址信息,交通地名,路口名,富阳区,富阳区, Distance: 602
	- POI: 富阳农商银行24小时自助银行(恩波大道),金融保险服务,自动提款机,农村商业银行ATM,公园西路与恩波大道交叉口南100米,富阳区, Distance: 1706
	- POI: 富阳农商银行(恩波大道),金融保险服务,银行,农村商业银行,公园西路与恩波大道交叉口南100米,富阳区, Distance: 1706
	- POI: 江南照相馆(恩波大道),生活服务,摄影冲印店,摄影冲印,恩波大道125-127号,富阳区, Distance: 383
	- POI: 恩波大道320号楼,地名地址信息,门牌信息,楼栋号,富春迎宾路迎宾苑·镬子山庄旁,富阳区, Distance: 532
	- POI: 灰指甲手足癣(恩波大道),医疗保健服务,医疗保健服务场所,医疗保健服务场所,富春迎宾路富阳文博餐饮管理有限公司,富阳区, Distance: 625
	- POI: 恩波大道文居路口,商务住宅,住宅区,住宅区,迎宾北路11号,富阳区, Distance: 1118
	- POI: 东达路与恩波大道交叉口,地名地址信息,交通地名,路口名,富阳区,富阳区, Distance: 1155
	- POI: 长城润滑油(恩波大道),汽车服务,汽车服务相关,汽车服务相关,恩波大道471,富阳区, Distance: 1267
	- POI: 中国石化富阳加油站(恩波大道)(装修中),汽车服务,加油站,中国石化,富阳镇迎宾北路29号,富阳区, Distance: 1310
	- POI: 烟酒商行(恩波大道),购物服务,专卖店,烟酒专卖店,迎宾北路80-12,富阳区, Distance: 1633
	- POI: 东山路与恩波大道交叉口,地名地址信息,交通地名,路口名,富阳区,富阳区, Distance: 2453
	- POI: 无名小店(恩波大道),购物服务,便民商店/便利店,便民商店/便利店,恩波大道与水稻所路交叉口东50米,富阳区, Distance: 3254
	- POI: 新新商店(恩波大道),购物服务,便民商店/便利店,便民商店/便利店,恩波大道985号附近,富阳区, Distance: 3485
	- POI: 浙江金火机床有限公司(恩波大道),公司企业,公司,机械电子|体育休闲服务,休闲场所,休闲场所,迎宾北路279号,富阳区, Distance: 3884
	- POI: 恩波大道与高富路交叉口,地名地址信息,交通地名,路口名,富阳区,富阳区, Distance: 4948
	- POI: 恩波大道与高桥东路交叉口,地名地址信息,交通地名,路口名,富阳区,富阳区, Distance: 4948
	- POI: 恩波大道与西堤北路交叉口,地名地址信息,交通地名,路口名,富阳区,富阳区, Distance: 267
	- POI: 恩波大道与龙浦街交叉口,地名地址信息,交通地名,路口名,富阳区,富阳区, Distance: 279
	- POI: 停车场(恩波大道),交通设施服务,停车场,公共停车场,春秋北路198号附近,富阳区, Distance: 304
Query: 河南蒸香面东侧36栋1号楼, Truth: 金星村马鞍山雅苑36栋1单元,地名地址信息,门牌信息,门牌信息,文一西路2228号,余杭区, Distance: 698
	- POI: 西城时代家园36号楼,地名地址信息,门牌信息,楼栋号,余杭区,余杭区, Distance: 90
	- POI: 莫干山路633号1号楼,地名地址信息,门牌信息,楼栋号,莫干山路633号1幢,西湖区, Distance: 18431
	- POI: 三里新城东升苑2区31号楼,地名地址信息,门牌信息,楼栋号,三里新城东升苑2区31幢,江干区, Distance: 22772
	- POI: 华丰南苑561号楼,地名地址信息,门牌信息,楼栋号,水车路,下城区, Distance: 25175
	- POI: 智格小区136号楼,地名地址信息,门牌信息,楼栋号,银沙路西150米,江干区, Distance: 36704
	- POI: 月荷小区31号楼,地名地址信息,门牌信息,楼栋号,余杭区,余杭区, Distance: 281
	- POI: 凤都苑35幢1号楼,地名地址信息,门牌信息,楼栋号,余杭区,余杭区, Distance: 326
	- POI: 凤都苑36幢2号楼,地名地址信息,门牌信息,楼栋号,禹航路西园凤都苑(凤都苑小区附近),余杭区, Distance: 331
	- POI: 保安桥直街11号楼,地名地址信息,门牌信息,楼栋号,中河南路彩霞岭社区西区保安桥河下西,上城区, Distance: 21492
	- POI: 西城时代家园39号楼,地名地址信息,门牌信息,楼栋号,余杭区,余杭区, Distance: 8
	- POI: 西城时代家园1号楼,地名地址信息,门牌信息,楼栋号,余杭街道凤凰山狮山路西城时代家园,余杭区, Distance: 77
	- POI: 月荷小区71号楼,地名地址信息,门牌信息,楼栋号,联兴路南50米,余杭区, Distance: 110
	- POI: 宝塔星苑165号楼,地名地址信息,门牌信息,楼栋号,余杭区,余杭区, Distance: 689
	- POI: 卸紫桥31号楼,地名地址信息,门牌信息,楼栋号,西湖区,西湖区, Distance: 13765
	- POI: 沈家桥头21号楼,地名地址信息,门牌信息,楼栋号,丰潭路三江·花园道壹号南200米,拱墅区, Distance: 15628
	- POI: 沈家桥头36号楼,地名地址信息,门牌信息,楼栋号,拱墅区,拱墅区, Distance: 15692
	- POI: 花园岗街168号1-31号,地名地址信息,门牌信息,楼栋号,拱墅区,拱墅区, Distance: 17677
	- POI: 天时苑(德胜巷)11号楼,地名地址信息,门牌信息,楼栋号,德胜巷30-36号,拱墅区, Distance: 19671
	- POI: 朝晖五小区36号楼,地名地址信息,门牌信息,楼栋号,河东路172号,下城区, Distance: 20325
	- POI: 朝晖五小区31号楼,地名地址信息,门牌信息,楼栋号,文昌巷朝晖五小区31幢,下城区, Distance: 20374
Query: 紫宣路158号西城8幢, Truth: 西城博司8幢,地名地址信息,门牌信息,楼栋号,三墩紫金港北路西城博司西门,西湖区, Distance: 891
	- POI: 绿爸爸超市(紫宣路店),餐饮服务,快餐厅,快餐厅,三墩镇紫宣路158号西城博司2幢一层5号,西湖区, Distance: 810
	- POI: AlbsunMart(紫宣路店),购物服务,超级市场,超市,三墩镇紫宣路158号西城博司2幢一层5号,西湖区, Distance: 1003
	- POI: 骆家庄西苑1区158-164幢,地名地址信息,门牌信息,楼栋号,文新紫荆花路骆家庄西苑(一区),西湖区, Distance: 4267
	- POI: 骆家庄西苑一区158号楼,地名地址信息,门牌信息,楼栋号,文新紫荆花路骆家庄西苑一区158号楼,西湖区, Distance: 4285
	- POI: 巨勋商行(紫宣路分店),购物服务,便民商店/便利店,便民商店/便利店,三墩镇紫宣路158号7幢1号商铺101室,西湖区, Distance: 877
	- POI: 朝晖城建集团,公司企业,公司企业,公司企业,三墩镇紫宣路158号西城博司8幢5楼,西湖区, Distance: 869
	- POI: 杭州中联环建文建筑设计有限公司,公司企业,公司,公司,三墩镇紫萱路158号西城博司8幢5楼,西湖区, Distance: 894
	- POI: 五联东苑158号楼,地名地址信息,门牌信息,楼栋号,西湖区,西湖区, Distance: 5505
	- POI: 航空航天大数据情报研究中心,科教文化服务,科教文化场所,科教文化场所,三墩镇紫萱路158号西城博司1幢1005室,西湖区, Distance: 886
	- POI: 宝丽眼镜,购物服务,专卖店,眼镜店,三墩镇紫轩路158号(振华路口)西城博司5幢8楼,西湖区, Distance: 941
	- POI: 教工路138号5栋,地名地址信息,门牌信息,楼栋号,教工路138号院5幢,西湖区, Distance: 7829
	- POI: 教工路138号院8幢,地名地址信息,门牌信息,楼栋号,西湖区,西湖区, Distance: 7893
	- POI: 西斗门路15号停车场,交通设施服务,停车场,停车场相关,西斗门路15号,西湖区, Distance: 5262
	- POI: 文三西路151号停车场,交通设施服务,停车场,停车场相关,文三西路151号,西湖区, Distance: 5683
	- POI: 西城博司(西南1门),通行设施,临街院门,临街院正门,紫萱路158号,西湖区, Distance: 857
	- POI: 博西图文,生活服务,生活服务场所,生活服务场所,三墩镇紫萱路158号西城博司7幢,西湖区, Distance: 862
	- POI: 微笑刻章(紫萱路),生活服务,生活服务场所,生活服务场所,三墩镇紫宣路158号西城博司7幢,西湖区, Distance: 877
	- POI: 面饭世家,餐饮服务,中餐厅,中餐厅,三墩镇紫宣路158号西城博司7幢4-1号商铺,西湖区, Distance: 879
	- POI: 杭州元宝广告有限公司,公司企业,公司,公司,三墩镇紫萱路158号西城博司8幢6楼,西湖区, Distance: 881
	- POI: 杭州领科电子有限公司,公司企业,公司,公司,三墩镇紫萱路158号西城博司8幢3楼,西湖区, Distance: 881
Query: 致和堂街68号水乡人家5号楼, Truth: 水乡人家小区5幢,地名地址信息,门牌信息,楼栋号,圣堂漾路,余杭区, Distance: 720
	- POI: 水乡人家18号楼,地名地址信息,门牌信息,楼栋号,余杭区,余杭区, Distance: 813
	- POI: G5G6牛仔(致和堂街),购物服务,服装鞋帽皮具店,服装鞋帽皮具店,塘栖镇致和堂街105号,余杭区, Distance: 626
	- POI: 水乡人家小区,商务住宅,住宅区,住宅小区,致和堂街68号附近,余杭区, Distance: 734
	- POI: 吉祥馄饨(致和堂街),餐饮服务,中餐厅,中餐厅,塘栖镇广济街9号楼179号,余杭区, Distance: 492
	- POI: 海澜之家(致和堂街店),购物服务,服装鞋帽皮具店,品牌服装店,塘栖镇致和堂街58-66号,余杭区, Distance: 706
	- POI: 水乡人家19号楼,地名地址信息,门牌信息,楼栋号,北小河路,余杭区, Distance: 775
	- POI: 水中花(致和堂街),购物服务,服装鞋帽皮具店,服装鞋帽皮具店,塘栖镇致和堂街32号,余杭区, Distance: 782
	- POI: 水乡人家12号楼,地名地址信息,门牌信息,楼栋号,圣堂漾路,余杭区, Distance: 796
	- POI: 水乡人家2号楼,地名地址信息,门牌信息,楼栋号,圣堂漾路,余杭区, Distance: 820
	- POI: 七厘米(致和堂街),购物服务,服装鞋帽皮具店,服装鞋帽皮具店,塘栖镇致和堂街11号,余杭区, Distance: 807
	- POI: 杨国福麻辣烫(致和堂街店),餐饮服务,中餐厅,特色/地方风味餐厅,致和堂街177号,余杭区, Distance: 500
	- POI: 传世骨头饭(致和堂街店),餐饮服务,中餐厅,中餐厅,塘栖镇致和堂街165号,余杭区, Distance: 502
	- POI: 杨记面馆(致和堂街),餐饮服务,中餐厅,中餐厅,塘栖镇致和堂街161号,余杭区, Distance: 502
	- POI: 兰州牛肉拉面(致和堂街),餐饮服务,中餐厅,清真菜馆,塘栖镇致和堂159号,余杭区, Distance: 504
	- POI: 妈咪宝贝(致和堂街),购物服务,专卖店,儿童用品店,致和堂街129号,余杭区, Distance: 559
	- POI: Balabala(致和堂街),购物服务,专卖店,儿童用品店,致和堂街121号,余杭区, Distance: 567
	- POI: 都市丽人(致和堂街),购物服务,服装鞋帽皮具店,服装鞋帽皮具店,圣堂漾路与致和堂街交叉口西50米,余杭区, Distance: 605
	- POI: 水乡人家小区15幢,地名地址信息,门牌信息,楼栋号,水乡人家15幢(杭州市余杭区中医院东),余杭区, Distance: 607
	- POI: 意尔康(致和堂街),购物服务,服装鞋帽皮具店,品牌鞋店,塘栖镇致和堂街97-99号,余杭区, Distance: 643
	- POI: ZNZ UK(致和堂街),购物服务,服装鞋帽皮具店,服装鞋帽皮具店,致和堂街97号附近,余杭区, Distance: 660
Query: 伟业路与闻涛路交叉口西南方向350米钱江·彩虹称住宅区, Truth: 钱江·彩虹城,商务住宅,住宅区,住宅小区,浦沿街道滨盛路4396号,滨江区, Distance: 372
	- POI: 伟业路与闻涛路交叉口,地名地址信息,交通地名,路口名,滨江区,滨江区, Distance: 131
	- POI: 钱江·彩虹城停车场(入口),交通设施服务,停车场,停车场入口,东信大道与闻涛路交叉口东南200米,滨江区, Distance: 519
	- POI: 钱江·彩虹城(西门),通行设施,临街院门,临街院门,东信大道与闻涛路交叉口南200米,滨江区, Distance: 626
	- POI: 江虹路与闻涛路交叉口,地名地址信息,交通地名,路口名,滨江区,滨江区, Distance: 4123
	- POI: 安业路与闻涛路交叉口,地名地址信息,交通地名,路口名,滨江区,滨江区, Distance: 4309
